community cards of this round: ['S7', 'C4', 'C7', 'H6', 'HA']
name: baseline1, hole_card: ['H8', 'D6']
name: b10505044, hole_card: ['ST', 'C7']
name: baseline3, hole_card: ['DA', 'CT']
name: b10505044, hole_card: ['ST', 'C7']
name: baseline3, hole_card: ['DA', 'CT']
name: b10505044, hole_card: ['ST', 'C7']
name: baseline3, hole_card: ['DA', 'CT']
name: b10505044, hole_card: ['ST', 'C7']
name: baseline3, hole_card: ['DA', 'CT']
community cards of this round: ['H5', 'D7', 'ST', 'DK', 'D3']
name: b10505044, hole_card: ['H7', 'SA']
name: baseline3, hole_card: ['H9', 'S9']
name: b10505044, hole_card: ['H7', 'SA']
name: baseline3, hole_card: ['H9', 'S9']
name: b10505044, hole_card: ['H7', 'SA']
name: baseline3, hole_card: ['H9', 'S9']
community cards of this round: ['D2', 'CQ', 'CJ', 'C2', 'S7']
name: b10505044, hole_card: ['HJ', 'DK']
name: baseline3, hole_card: ['DT', 'S8']
name: b10505044, hole_card: ['HJ', 'DK']
name: baseline3, hole_card: ['DT', 'S8']
community cards of this round: ['D5', 'SJ', 'C4', 'CQ', 'S6']
name: b10505044, hole_card: ['SQ', 'S4']
name: baseline3, hole_card: ['H2', 'CT']
name: b10505044, hole_card: ['SQ', 'S4']
name: baseline3, hole_card: ['H2', 'CT']
name: b10505044, hole_card: ['SQ', 'S4']
name: baseline3, hole_card: ['H2', 'CT']
community cards of this round: ['D5', 'C8', 'HA', 'CJ', 'SJ']
name: b10505044, hole_card: ['SQ', 'DK']
name: baseline3, hole_card: ['HK', 'C4']
name: b10505044, hole_card: ['SQ', 'DK']
name: baseline3, hole_card: ['HK', 'C4']
community cards of this round: ['D4', 'C9', 'DQ', 'H5', 'H3']
name: b10505044, hole_card: ['D9', 'DK']
name: baseline3, hole_card: ['H7', 'D3']
name: b10505044, hole_card: ['D9', 'DK']
name: baseline3, hole_card: ['H7', 'D3']
name: b10505044, hole_card: ['D9', 'DK']
name: baseline3, hole_card: ['H7', 'D3']
community cards of this round: ['CQ', 'SA', 'CK', 'S3', 'H8']
name: b10505044, hole_card: ['DK', 'H7']
name: baseline3, hole_card: ['DQ', 'S8']
name: b10505044, hole_card: ['DK', 'H7']
name: baseline3, hole_card: ['DQ', 'S8']
community cards of this round: ['SQ', 'D8', 'CT', 'H8', 'H4']
name: b10505044, hole_card: ['HJ', 'S4']
name: baseline3, hole_card: ['D6', 'S8']
name: b10505044, hole_card: ['HJ', 'S4']
name: baseline3, hole_card: ['D6', 'S8']
name: b10505044, hole_card: ['HJ', 'S4']
name: baseline3, hole_card: ['D6', 'S8']
community cards of this round: ['S4', 'C9', 'ST', 'S5', 'CT']
name: b10505044, hole_card: ['S3', 'D3']
name: baseline3, hole_card: ['C7', 'H8']
name: b10505044, hole_card: ['S3', 'D3']
name: baseline3, hole_card: ['C7', 'H8']
community cards of this round: ['C5', 'SA', 'CQ', 'CK', 'S2']
name: b10505044, hole_card: ['HK', 'DQ']
name: baseline3, hole_card: ['DT', 'HA']
name: b10505044, hole_card: ['HK', 'DQ']
name: baseline3, hole_card: ['DT', 'HA']
name: b10505044, hole_card: ['HK', 'DQ']
name: baseline3, hole_card: ['DT', 'HA']
b10505044 vs baseline3 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10505044', 'uuid': 'ljsjgcozgtvgljhwixxeei', 'stack': 750.0, 'state': 'participating'}, {'name': 'baseline3', 'uuid': 'nnbzgpyexcfjdwixbmjaft', 'stack': 1249.5, 'state': 'participating'}]}
community cards of this round: ['D9', 'DK', 'H6', 'S9', 'D7']
name: baseline3, hole_card: ['H8', 'SA']
name: b10505044, hole_card: ['S2', 'HQ']
name: baseline3, hole_card: ['H8', 'SA']
name: b10505044, hole_card: ['S2', 'HQ']
name: baseline3, hole_card: ['H8', 'SA']
name: b10505044, hole_card: ['S2', 'HQ']
name: baseline3, hole_card: ['H8', 'SA']
name: b10505044, hole_card: ['S2', 'HQ']
community cards of this round: ['S3', 'CA', 'H2', 'HQ', 'S2']
name: baseline3, hole_card: ['S7', 'S9']
name: b10505044, hole_card: ['S8', 'C5']
name: baseline3, hole_card: ['S7', 'S9']
name: b10505044, hole_card: ['S8', 'C5']
name: baseline3, hole_card: ['S7', 'S9']
name: b10505044, hole_card: ['S8', 'C5']
name: baseline3, hole_card: ['S7', 'S9']
name: b10505044, hole_card: ['S8', 'C5']
community cards of this round: ['SA', 'CJ', 'H7', 'DA', 'S3']
name: baseline3, hole_card: ['HK', 'D6']
name: b10505044, hole_card: ['HJ', 'C9']
name: baseline3, hole_card: ['HK', 'D6']
name: b10505044, hole_card: ['HJ', 'C9']
name: baseline3, hole_card: ['HK', 'D6']
name: b10505044, hole_card: ['HJ', 'C9']
name: baseline3, hole_card: ['HK', 'D6']
name: b10505044, hole_card: ['HJ', 'C9']
name: baseline3, hole_card: ['HK', 'D6']
name: b10505044, hole_card: ['HJ', 'C9']
community cards of this round: ['DA', 'SQ', 'D5', 'D9', 'DT']
name: baseline3, hole_card: ['C4', 'H8']
name: b10505044, hole_card: ['SK', 'C6']
name: baseline3, hole_card: ['C4', 'H8']
name: b10505044, hole_card: ['SK', 'C6']
name: baseline3, hole_card: ['C4', 'H8']
name: b10505044, hole_card: ['SK', 'C6']
name: baseline3, hole_card: ['C4', 'H8']
name: b10505044, hole_card: ['SK', 'C6']
community cards of this round: ['SJ', 'HJ', 'S2', 'H4', 'DA']
name: baseline3, hole_card: ['S5', 'ST']
name: b10505044, hole_card: ['S6', 'H2']
name: baseline3, hole_card: ['S5', 'ST']
name: b10505044, hole_card: ['S6', 'H2']
name: baseline3, hole_card: ['S5', 'ST']
name: b10505044, hole_card: ['S6', 'H2']
name: baseline3, hole_card: ['S5', 'ST']
name: b10505044, hole_card: ['S6', 'H2']
name: baseline3, hole_card: ['S5', 'ST']
name: b10505044, hole_card: ['S6', 'H2']
name: baseline3, hole_card: ['S5', 'ST']
name: b10505044, hole_card: ['S6', 'H2']
name: baseline3, hole_card: ['S5', 'ST']
name: b10505044, hole_card: ['S6', 'H2']
name: baseline3, hole_card: ['S5', 'ST']
name: b10505044, hole_card: ['S6', 'H2']
name: baseline3, hole_card: ['S5', 'ST']
name: b10505044, hole_card: ['S6', 'H2']
community cards of this round: ['S3', 'SJ', 'C5', 'S6', 'D4']
name: baseline3, hole_card: ['C8', 'D3']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline3, hole_card: ['C8', 'D3']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline3, hole_card: ['C8', 'D3']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline3, hole_card: ['C8', 'D3']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline3, hole_card: ['C8', 'D3']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline3, hole_card: ['C8', 'D3']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline3, hole_card: ['C8', 'D3']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline3, hole_card: ['C8', 'D3']
name: b10505044, hole_card: ['D6', 'C3']
community cards of this round: ['CQ', 'C8', 'S5', 'S7', 'H2']
name: baseline3, hole_card: ['D2', 'SJ']
name: b10505044, hole_card: ['D3', 'D7']
name: baseline3, hole_card: ['D2', 'SJ']
name: b10505044, hole_card: ['D3', 'D7']
name: baseline3, hole_card: ['D2', 'SJ']
name: b10505044, hole_card: ['D3', 'D7']
community cards of this round: ['D7', 'C2', 'C3', 'S6', 'CT']
name: baseline3, hole_card: ['S7', 'CJ']
name: b10505044, hole_card: ['H5', 'D2']
name: baseline3, hole_card: ['S7', 'CJ']
name: b10505044, hole_card: ['H5', 'D2']
name: baseline3, hole_card: ['S7', 'CJ']
name: b10505044, hole_card: ['H5', 'D2']
name: baseline3, hole_card: ['S7', 'CJ']
name: b10505044, hole_card: ['H5', 'D2']
name: baseline3, hole_card: ['S7', 'CJ']
name: b10505044, hole_card: ['H5', 'D2']
name: baseline3, hole_card: ['S7', 'CJ']
name: b10505044, hole_card: ['H5', 'D2']
name: baseline3, hole_card: ['S7', 'CJ']
name: b10505044, hole_card: ['H5', 'D2']
name: baseline3, hole_card: ['S7', 'CJ']
name: b10505044, hole_card: ['H5', 'D2']
name: baseline3, hole_card: ['S7', 'CJ']
name: b10505044, hole_card: ['H5', 'D2']
community cards of this round: ['S5', 'S6', 'H7', 'H9', 'D4']
name: baseline3, hole_card: ['DQ', 'HK']
name: b10505044, hole_card: ['ST', 'CT']
name: baseline3, hole_card: ['DQ', 'HK']
name: b10505044, hole_card: ['ST', 'CT']
name: baseline3, hole_card: ['DQ', 'HK']
name: b10505044, hole_card: ['ST', 'CT']
community cards of this round: ['HT', 'SA', 'H4', 'S6', 'S5']
name: baseline3, hole_card: ['C3', 'SK']
name: b10505044, hole_card: ['DA', 'C9']
name: baseline3, hole_card: ['C3', 'SK']
name: b10505044, hole_card: ['DA', 'C9']
community cards of this round: ['H4', 'H3', 'H2', 'CJ', 'DQ']
name: baseline3, hole_card: ['D2', 'ST']
name: b10505044, hole_card: ['HT', 'C9']
name: baseline3, hole_card: ['D2', 'ST']
name: b10505044, hole_card: ['HT', 'C9']
name: baseline3, hole_card: ['D2', 'ST']
name: b10505044, hole_card: ['HT', 'C9']
community cards of this round: ['SK', 'D6', 'S9', 'SJ', 'HJ']
name: baseline3, hole_card: ['DJ', 'S5']
name: b10505044, hole_card: ['CJ', 'S4']
name: baseline3, hole_card: ['DJ', 'S5']
name: b10505044, hole_card: ['CJ', 'S4']
community cards of this round: ['D4', 'S2', 'ST', 'HQ', 'H5']
name: baseline3, hole_card: ['H9', 'DQ']
name: b10505044, hole_card: ['H4', 'D9']
name: baseline3, hole_card: ['H9', 'DQ']
name: b10505044, hole_card: ['H4', 'D9']
name: baseline3, hole_card: ['H9', 'DQ']
name: b10505044, hole_card: ['H4', 'D9']
community cards of this round: ['C9', 'D7', 'D2', 'C5', 'C2']
name: baseline3, hole_card: ['HJ', 'DT']
name: b10505044, hole_card: ['H3', 'S3']
name: baseline3, hole_card: ['HJ', 'DT']
name: b10505044, hole_card: ['H3', 'S3']
community cards of this round: ['H3', 'HQ', 'SJ', 'D8', 'H7']
name: baseline3, hole_card: ['C5', 'CT']
name: b10505044, hole_card: ['C8', 'CA']
name: baseline3, hole_card: ['C5', 'CT']
name: b10505044, hole_card: ['C8', 'CA']
name: baseline3, hole_card: ['C5', 'CT']
name: b10505044, hole_card: ['C8', 'CA']
community cards of this round: ['S2', 'C7', 'SQ', 'H8', 'C3']
name: baseline3, hole_card: ['D4', 'H4']
name: b10505044, hole_card: ['S4', 'H3']
name: baseline3, hole_card: ['D4', 'H4']
name: b10505044, hole_card: ['S4', 'H3']
community cards of this round: ['C5', 'C8', 'D7', 'D4', 'C6']
name: baseline3, hole_card: ['DT', 'D8']
name: b10505044, hole_card: ['H7', 'SK']
name: baseline3, hole_card: ['DT', 'D8']
name: b10505044, hole_card: ['H7', 'SK']
name: baseline3, hole_card: ['DT', 'D8']
name: b10505044, hole_card: ['H7', 'SK']
community cards of this round: ['H5', 'DJ', 'D9', 'DA', 'S7']
name: baseline3, hole_card: ['H4', 'CA']
name: b10505044, hole_card: ['DT', 'HQ']
name: baseline3, hole_card: ['H4', 'CA']
name: b10505044, hole_card: ['DT', 'HQ']
community cards of this round: ['CK', 'S5', 'SJ', 'HK', 'ST']
name: baseline3, hole_card: ['DJ', 'D8']
name: b10505044, hole_card: ['C8', 'H2']
name: baseline3, hole_card: ['DJ', 'D8']
name: b10505044, hole_card: ['C8', 'H2']
community cards of this round: ['C3', 'C5', 'DA', 'C8', 'DQ']
name: baseline3, hole_card: ['H7', 'H8']
name: b10505044, hole_card: ['S2', 'C2']
name: baseline3, hole_card: ['H7', 'H8']
name: b10505044, hole_card: ['S2', 'C2']
b10505044 vs baseline3 - Game 3: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline3', 'uuid': 'pjlhiikboqoohvlzumviqt', 'stack': 1357.5, 'state': 'participating'}, {'name': 'b10505044', 'uuid': 'ewkdorvtbazvgofkdwhlue', 'stack': 642.5, 'state': 'participating'}]}
community cards of this round: ['D9', 'DK', 'H6', 'S9', 'D7']
name: b10505044, hole_card: ['H8', 'SA']
name: baseline3, hole_card: ['S2', 'HQ']
name: b10505044, hole_card: ['H8', 'SA']
name: baseline3, hole_card: ['S2', 'HQ']
name: b10505044, hole_card: ['H8', 'SA']
name: baseline3, hole_card: ['S2', 'HQ']
name: b10505044, hole_card: ['H8', 'SA']
name: baseline3, hole_card: ['S2', 'HQ']
community cards of this round: ['S3', 'CA', 'H2', 'HQ', 'S2']
name: b10505044, hole_card: ['S7', 'S9']
name: baseline3, hole_card: ['S8', 'C5']
name: b10505044, hole_card: ['S7', 'S9']
name: baseline3, hole_card: ['S8', 'C5']
name: b10505044, hole_card: ['S7', 'S9']
name: baseline3, hole_card: ['S8', 'C5']
name: b10505044, hole_card: ['S7', 'S9']
name: baseline3, hole_card: ['S8', 'C5']
community cards of this round: ['SA', 'CJ', 'H7', 'DA', 'S3']
name: b10505044, hole_card: ['HK', 'D6']
name: baseline3, hole_card: ['HJ', 'C9']
name: b10505044, hole_card: ['HK', 'D6']
name: baseline3, hole_card: ['HJ', 'C9']
name: b10505044, hole_card: ['HK', 'D6']
name: baseline3, hole_card: ['HJ', 'C9']
name: b10505044, hole_card: ['HK', 'D6']
name: baseline3, hole_card: ['HJ', 'C9']
name: b10505044, hole_card: ['HK', 'D6']
name: baseline3, hole_card: ['HJ', 'C9']
name: b10505044, hole_card: ['HK', 'D6']
name: baseline3, hole_card: ['HJ', 'C9']
name: b10505044, hole_card: ['HK', 'D6']
name: baseline3, hole_card: ['HJ', 'C9']
name: b10505044, hole_card: ['HK', 'D6']
name: baseline3, hole_card: ['HJ', 'C9']
name: b10505044, hole_card: ['HK', 'D6']
name: baseline3, hole_card: ['HJ', 'C9']
community cards of this round: ['DA', 'SQ', 'D5', 'D9', 'DT']
name: b10505044, hole_card: ['C4', 'H8']
name: baseline3, hole_card: ['SK', 'C6']
name: b10505044, hole_card: ['C4', 'H8']
name: baseline3, hole_card: ['SK', 'C6']
name: b10505044, hole_card: ['C4', 'H8']
name: baseline3, hole_card: ['SK', 'C6']
community cards of this round: ['SJ', 'HJ', 'S2', 'H4', 'DA']
name: b10505044, hole_card: ['S5', 'ST']
name: baseline3, hole_card: ['S6', 'H2']
name: b10505044, hole_card: ['S5', 'ST']
name: baseline3, hole_card: ['S6', 'H2']
community cards of this round: ['S3', 'SJ', 'C5', 'S6', 'D4']
name: b10505044, hole_card: ['C8', 'D3']
name: baseline3, hole_card: ['D6', 'C3']
name: b10505044, hole_card: ['C8', 'D3']
name: baseline3, hole_card: ['D6', 'C3']
community cards of this round: ['CQ', 'C8', 'S5', 'S7', 'H2']
name: b10505044, hole_card: ['D2', 'SJ']
name: baseline3, hole_card: ['D3', 'D7']
name: b10505044, hole_card: ['D2', 'SJ']
name: baseline3, hole_card: ['D3', 'D7']
community cards of this round: ['D7', 'C2', 'C3', 'S6', 'CT']
name: b10505044, hole_card: ['S7', 'CJ']
name: baseline3, hole_card: ['H5', 'D2']
name: b10505044, hole_card: ['S7', 'CJ']
name: baseline3, hole_card: ['H5', 'D2']
name: b10505044, hole_card: ['S7', 'CJ']
name: baseline3, hole_card: ['H5', 'D2']
community cards of this round: ['S5', 'S6', 'H7', 'H9', 'D4']
name: b10505044, hole_card: ['DQ', 'HK']
name: baseline3, hole_card: ['ST', 'CT']
name: b10505044, hole_card: ['DQ', 'HK']
name: baseline3, hole_card: ['ST', 'CT']
community cards of this round: ['HT', 'SA', 'H4', 'S6', 'S5']
name: b10505044, hole_card: ['C3', 'SK']
name: baseline3, hole_card: ['DA', 'C9']
name: b10505044, hole_card: ['C3', 'SK']
name: baseline3, hole_card: ['DA', 'C9']
name: b10505044, hole_card: ['C3', 'SK']
name: baseline3, hole_card: ['DA', 'C9']
community cards of this round: ['H4', 'H3', 'H2', 'CJ', 'DQ']
name: b10505044, hole_card: ['D2', 'ST']
name: baseline3, hole_card: ['HT', 'C9']
name: b10505044, hole_card: ['D2', 'ST']
name: baseline3, hole_card: ['HT', 'C9']
community cards of this round: ['SK', 'D6', 'S9', 'SJ', 'HJ']
name: b10505044, hole_card: ['DJ', 'S5']
name: baseline3, hole_card: ['CJ', 'S4']
name: b10505044, hole_card: ['DJ', 'S5']
name: baseline3, hole_card: ['CJ', 'S4']
name: b10505044, hole_card: ['DJ', 'S5']
name: baseline3, hole_card: ['CJ', 'S4']
community cards of this round: ['D4', 'S2', 'ST', 'HQ', 'H5']
name: b10505044, hole_card: ['H9', 'DQ']
name: baseline3, hole_card: ['H4', 'D9']
name: b10505044, hole_card: ['H9', 'DQ']
name: baseline3, hole_card: ['H4', 'D9']
community cards of this round: ['C9', 'D7', 'D2', 'C5', 'C2']
name: b10505044, hole_card: ['HJ', 'DT']
name: baseline3, hole_card: ['H3', 'S3']
name: b10505044, hole_card: ['HJ', 'DT']
name: baseline3, hole_card: ['H3', 'S3']
name: b10505044, hole_card: ['HJ', 'DT']
name: baseline3, hole_card: ['H3', 'S3']
community cards of this round: ['H3', 'HQ', 'SJ', 'D8', 'H7']
name: b10505044, hole_card: ['C5', 'CT']
name: baseline3, hole_card: ['C8', 'CA']
name: b10505044, hole_card: ['C5', 'CT']
name: baseline3, hole_card: ['C8', 'CA']
community cards of this round: ['S2', 'C7', 'SQ', 'H8', 'C3']
name: b10505044, hole_card: ['D4', 'H4']
name: baseline3, hole_card: ['S4', 'H3']
name: b10505044, hole_card: ['D4', 'H4']
name: baseline3, hole_card: ['S4', 'H3']
name: b10505044, hole_card: ['D4', 'H4']
name: baseline3, hole_card: ['S4', 'H3']
community cards of this round: ['C5', 'C8', 'D7', 'D4', 'C6']
name: b10505044, hole_card: ['DT', 'D8']
name: baseline3, hole_card: ['H7', 'SK']
name: b10505044, hole_card: ['DT', 'D8']
name: baseline3, hole_card: ['H7', 'SK']
community cards of this round: ['H5', 'DJ', 'D9', 'DA', 'S7']
name: b10505044, hole_card: ['H4', 'CA']
name: baseline3, hole_card: ['DT', 'HQ']
name: b10505044, hole_card: ['H4', 'CA']
name: baseline3, hole_card: ['DT', 'HQ']
name: b10505044, hole_card: ['H4', 'CA']
name: baseline3, hole_card: ['DT', 'HQ']
community cards of this round: ['CK', 'S5', 'SJ', 'HK', 'ST']
name: b10505044, hole_card: ['DJ', 'D8']
name: baseline3, hole_card: ['C8', 'H2']
name: b10505044, hole_card: ['DJ', 'D8']
name: baseline3, hole_card: ['C8', 'H2']
community cards of this round: ['C3', 'C5', 'DA', 'C8', 'DQ']
name: b10505044, hole_card: ['H7', 'H8']
name: baseline3, hole_card: ['S2', 'C2']
name: b10505044, hole_card: ['H7', 'H8']
name: baseline3, hole_card: ['S2', 'C2']
name: b10505044, hole_card: ['H7', 'H8']
name: baseline3, hole_card: ['S2', 'C2']
b10505044 vs baseline3 - Game 4: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10505044', 'uuid': 'sbvsoavhznvjzurapqrcyz', 'stack': 358.75, 'state': 'participating'}, {'name': 'baseline3', 'uuid': 'sbgiudellvfxzwqnjnjgby', 'stack': 1640.75, 'state': 'participating'}]}
community cards of this round: ['C2', 'HT', 'H6', 'CT', 'CQ']
name: baseline3, hole_card: ['DQ', 'C7']
name: b10505044, hole_card: ['H2', 'H5']
name: baseline3, hole_card: ['DQ', 'C7']
name: b10505044, hole_card: ['H2', 'H5']
name: baseline3, hole_card: ['DQ', 'C7']
name: b10505044, hole_card: ['H2', 'H5']
community cards of this round: ['D6', 'HJ', 'SQ', 'C7', 'H2']
name: baseline3, hole_card: ['CT', 'C4']
name: b10505044, hole_card: ['D4', 'D7']
name: baseline3, hole_card: ['CT', 'C4']
name: b10505044, hole_card: ['D4', 'D7']
name: baseline3, hole_card: ['CT', 'C4']
name: b10505044, hole_card: ['D4', 'D7']
name: baseline3, hole_card: ['CT', 'C4']
name: b10505044, hole_card: ['D4', 'D7']
community cards of this round: ['HK', 'C4', 'SA', 'DQ', 'CA']
name: baseline3, hole_card: ['DJ', 'SQ']
name: b10505044, hole_card: ['DA', 'H4']
name: baseline3, hole_card: ['DJ', 'SQ']
name: b10505044, hole_card: ['DA', 'H4']
name: baseline3, hole_card: ['DJ', 'SQ']
name: b10505044, hole_card: ['DA', 'H4']
name: baseline3, hole_card: ['DJ', 'SQ']
name: b10505044, hole_card: ['DA', 'H4']
name: baseline3, hole_card: ['DJ', 'SQ']
name: b10505044, hole_card: ['DA', 'H4']
name: baseline3, hole_card: ['DJ', 'SQ']
name: b10505044, hole_card: ['DA', 'H4']
name: baseline3, hole_card: ['DJ', 'SQ']
name: b10505044, hole_card: ['DA', 'H4']
name: baseline3, hole_card: ['DJ', 'SQ']
name: b10505044, hole_card: ['DA', 'H4']
name: baseline3, hole_card: ['DJ', 'SQ']
name: b10505044, hole_card: ['DA', 'H4']
community cards of this round: ['S8', 'DA', 'HK', 'SJ', 'D8']
name: baseline3, hole_card: ['HJ', 'H4']
name: b10505044, hole_card: ['DJ', 'HQ']
name: baseline3, hole_card: ['HJ', 'H4']
name: b10505044, hole_card: ['DJ', 'HQ']
name: baseline3, hole_card: ['HJ', 'H4']
name: b10505044, hole_card: ['DJ', 'HQ']
name: baseline3, hole_card: ['HJ', 'H4']
name: b10505044, hole_card: ['DJ', 'HQ']
name: baseline3, hole_card: ['HJ', 'H4']
name: b10505044, hole_card: ['DJ', 'HQ']
name: baseline3, hole_card: ['HJ', 'H4']
name: b10505044, hole_card: ['DJ', 'HQ']
name: baseline3, hole_card: ['HJ', 'H4']
name: b10505044, hole_card: ['DJ', 'HQ']
name: baseline3, hole_card: ['HJ', 'H4']
name: b10505044, hole_card: ['DJ', 'HQ']
name: baseline3, hole_card: ['HJ', 'H4']
name: b10505044, hole_card: ['DJ', 'HQ']
name: baseline3, hole_card: ['HJ', 'H4']
name: b10505044, hole_card: ['DJ', 'HQ']
community cards of this round: ['DJ', 'H5', 'ST', 'H8', 'S8']
name: baseline3, hole_card: ['HQ', 'CT']
name: b10505044, hole_card: ['H3', 'S2']
name: baseline3, hole_card: ['HQ', 'CT']
name: b10505044, hole_card: ['H3', 'S2']
name: baseline3, hole_card: ['HQ', 'CT']
name: b10505044, hole_card: ['H3', 'S2']
name: baseline3, hole_card: ['HQ', 'CT']
name: b10505044, hole_card: ['H3', 'S2']
community cards of this round: ['CQ', 'S5', 'C7', 'D4', 'HK']
name: baseline3, hole_card: ['C4', 'H7']
name: b10505044, hole_card: ['SA', 'SJ']
name: baseline3, hole_card: ['C4', 'H7']
name: b10505044, hole_card: ['SA', 'SJ']
name: baseline3, hole_card: ['C4', 'H7']
name: b10505044, hole_card: ['SA', 'SJ']
name: baseline3, hole_card: ['C4', 'H7']
name: b10505044, hole_card: ['SA', 'SJ']
name: baseline3, hole_card: ['C4', 'H7']
name: b10505044, hole_card: ['SA', 'SJ']
name: baseline3, hole_card: ['C4', 'H7']
name: b10505044, hole_card: ['SA', 'SJ']
name: baseline3, hole_card: ['C4', 'H7']
name: b10505044, hole_card: ['SA', 'SJ']
name: baseline3, hole_card: ['C4', 'H7']
name: b10505044, hole_card: ['SA', 'SJ']
name: baseline3, hole_card: ['C4', 'H7']
name: b10505044, hole_card: ['SA', 'SJ']
community cards of this round: ['S3', 'ST', 'S2', 'HK', 'H6']
name: baseline3, hole_card: ['D2', 'H3']
name: b10505044, hole_card: ['C6', 'CK']
name: baseline3, hole_card: ['D2', 'H3']
name: b10505044, hole_card: ['C6', 'CK']
name: baseline3, hole_card: ['D2', 'H3']
name: b10505044, hole_card: ['C6', 'CK']
community cards of this round: ['S9', 'C6', 'D2', 'C5', 'H4']
name: baseline3, hole_card: ['H9', 'S3']
name: b10505044, hole_card: ['C2', 'CT']
name: baseline3, hole_card: ['H9', 'S3']
name: b10505044, hole_card: ['C2', 'CT']
name: baseline3, hole_card: ['H9', 'S3']
name: b10505044, hole_card: ['C2', 'CT']
name: baseline3, hole_card: ['H9', 'S3']
name: b10505044, hole_card: ['C2', 'CT']
name: baseline3, hole_card: ['H9', 'S3']
name: b10505044, hole_card: ['C2', 'CT']
name: baseline3, hole_card: ['H9', 'S3']
name: b10505044, hole_card: ['C2', 'CT']
name: baseline3, hole_card: ['H9', 'S3']
name: b10505044, hole_card: ['C2', 'CT']
name: baseline3, hole_card: ['H9', 'S3']
name: b10505044, hole_card: ['C2', 'CT']
name: baseline3, hole_card: ['H9', 'S3']
name: b10505044, hole_card: ['C2', 'CT']
community cards of this round: ['DJ', 'C7', 'C2', 'DQ', 'D9']
name: baseline3, hole_card: ['C5', 'CQ']
name: b10505044, hole_card: ['H6', 'CJ']
name: baseline3, hole_card: ['C5', 'CQ']
name: b10505044, hole_card: ['H6', 'CJ']
name: baseline3, hole_card: ['C5', 'CQ']
name: b10505044, hole_card: ['H6', 'CJ']
community cards of this round: ['H3', 'S8', 'CT', 'HT', 'HJ']
name: baseline3, hole_card: ['DA', 'D6']
name: b10505044, hole_card: ['S6', 'S3']
name: baseline3, hole_card: ['DA', 'D6']
name: b10505044, hole_card: ['S6', 'S3']
community cards of this round: ['C9', 'D3', 'S6', 'DT', 'HK']
name: baseline3, hole_card: ['CT', 'S2']
name: b10505044, hole_card: ['S5', 'S8']
name: baseline3, hole_card: ['CT', 'S2']
name: b10505044, hole_card: ['S5', 'S8']
name: baseline3, hole_card: ['CT', 'S2']
name: b10505044, hole_card: ['S5', 'S8']
community cards of this round: ['C2', 'HQ', 'S4', 'H6', 'S9']
name: baseline3, hole_card: ['SQ', 'D5']
name: b10505044, hole_card: ['D4', 'CA']
name: baseline3, hole_card: ['SQ', 'D5']
name: b10505044, hole_card: ['D4', 'CA']
community cards of this round: ['D2', 'SJ', 'C3', 'HK', 'C8']
name: baseline3, hole_card: ['S2', 'H6']
name: b10505044, hole_card: ['D9', 'C4']
name: baseline3, hole_card: ['S2', 'H6']
name: b10505044, hole_card: ['D9', 'C4']
name: baseline3, hole_card: ['S2', 'H6']
name: b10505044, hole_card: ['D9', 'C4']
community cards of this round: ['ST', 'CJ', 'C3', 'SK', 'HT']
name: baseline3, hole_card: ['H7', 'D4']
name: b10505044, hole_card: ['HJ', 'S7']
name: baseline3, hole_card: ['H7', 'D4']
name: b10505044, hole_card: ['HJ', 'S7']
community cards of this round: ['D3', 'SK', 'C8', 'HQ', 'D7']
name: baseline3, hole_card: ['CJ', 'D2']
name: b10505044, hole_card: ['HK', 'C2']
name: baseline3, hole_card: ['CJ', 'D2']
name: b10505044, hole_card: ['HK', 'C2']
name: baseline3, hole_card: ['CJ', 'D2']
name: b10505044, hole_card: ['HK', 'C2']
community cards of this round: ['S5', 'D7', 'D8', 'C5', 'HK']
name: baseline3, hole_card: ['DJ', 'H9']
name: b10505044, hole_card: ['D2', 'HT']
name: baseline3, hole_card: ['DJ', 'H9']
name: b10505044, hole_card: ['D2', 'HT']
community cards of this round: ['C4', 'D9', 'C2', 'HQ', 'S7']
name: baseline3, hole_card: ['DT', 'CA']
name: b10505044, hole_card: ['CK', 'DK']
name: baseline3, hole_card: ['DT', 'CA']
name: b10505044, hole_card: ['CK', 'DK']
name: baseline3, hole_card: ['DT', 'CA']
name: b10505044, hole_card: ['CK', 'DK']
community cards of this round: ['D2', 'HQ', 'D9', 'S4', 'DA']
name: baseline3, hole_card: ['HJ', 'D5']
name: b10505044, hole_card: ['C6', 'C8']
name: baseline3, hole_card: ['HJ', 'D5']
